0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
476,fil-704,2015-06-17 00:00:00,1436-08-30,Wednesday,Jun,Sha’ban,Center,Regular,205,No,12 hrs,SAR 8556.0,Regular,967411,580446,8,16175,SAR 816927
477,fil-705,2015-06-17 00:00:00,1436-08-30,Wednesday,June,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 41135.0,Regular,1271226,762735,6,22893,SAR 1213893
478,fil-706,2015-06-17 00:00:00,1436-08-30,Wednesday,June,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 48926.0,Regular,724584,217375,5,5651,SAR 276595
479,fil-707,2015-06-17 00:00:00,1436-08-30,Wednesday,June,Sha’ban,Center,Grande,590,No,18 hrs,SAR 668709.0,Regular,2495404,748621,5,46087,SAR 2061205
480,fil-708,2015-06-17 00:00:00,1436-08-30,Wednesday,June,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 429038.0,Regular,1094650,656790,2,17511,SAR 943623
481,fil-709,2015-06-17 00:00:00,1436-08-30,Wed,June,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 53727.0,Regular,1966364,983182,11,12978,SAR 675103
482,fil-710,2015-06-17 00:00:00,1436-08-30,Wednesday,June,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 25133.0,Regular,395893,197946,3,5739,SAR 257056
483,fil-711,2015-06-17 00:00:00,1436-08-30,Wednesday,June,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 14276.0,Regular,733394,366697,8,7920,SAR 410872
484,fil-701,2015-06-18 00:00:00,1436-09-01,,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 45917.0,None,1219360,0,10,20199,SAR 1119826
485,fil-702,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 5408.0,None,132851,0,1,1572,SAR 72823
486,fil-703,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 507614.0,None,649943,0,1,6924,SAR 338793
487,fil-704,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 8276.0,None,967412,0,8,16345,SAR 795875
488,fil-705,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 40981.0,None,1271226,0,6,19093,SAR 895074
489,fil-706,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,,Hyper,755,Yes,18 hrs,SAR 58737.0,None,724584,0,5,8006,SAR 376104
490,fil-707,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,,Grande,590,No,18 hrs,SAR 595158.0,None,2495403,0,5,22124,SAR 1116618
491,fil-708,2015-06-18 00:00:00,1436-09-01,Thu,June,Ramadhan,,Grande,2165,No,18 hrs,SAR 387166.0,None,1094649,0,2,21017,SAR 1176109
492,fil-709,2015-06-18 00:00:00,1436-09-01,Thursday,,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 55485.0,None,1966364,0,11,28315,SAR 1340229
493,fil-710,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 24832.0,None,395894,0,3,6819,SAR 328867
494,fil-711,2015-06-18 00:00:00,1436-09-01,Thursday,June,Ramadhan,Center,,460,Yes,12 hrs,SAR 15884.0,None,733394,0,8,7480,SAR 360097
495,fil-701,2015-06-19 00:00:00,1436-09-02,Friday,Jun,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 43934.0,None,1219360,0,10,21847,SAR 1042638
496,fil-702,2015-06-19 00:00:00,1436-09-02,Friday,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4228.0,None,132851,0,1,2580,SAR 140784
497,fil-703,2015-06-19 00:00:00,1436-09-02,Friday,June,Ramadhan,Border,,2725,Yes,12 hrs,SAR 612890.0,None,649944,0,1,13769,SAR 542357
498,fil-704,2015-06-19 00:00:00,1436-09-02,Friday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 7455.0,None,967412,0,8,22405,SAR 1345743
499,fil-705,2015-06-19 00:00:00,1436-09-02,Friday,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 36821.0,None,1271226,0,6,24373,SAR 1468358
500,fil-706,2015-06-19 00:00:00,1436-09-02,,June,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 62067.0,None,724584,0,5,6593,SAR 349642
501,fil-707,2015-06-19 00:00:00,1436-09-02,Friday,June,Ramadhan,Center,Grande,590,No,18 hrs,SAR 486007.0,None,2495403,0,5,48211,SAR 2764905
502,fil-708,2015-06-19 00:00:00,1436-09-02,,June,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 501737.0,None,1094649,0,2,20032,SAR 1011560
503,fil-709,2015-06-19 00:00:00,1436-09-02,Friday,June,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 59977.0,None,1966364,0,11,31011,SAR 1601916
504,fil-710,2015-06-19 00:00:00,1436-09-02,Friday,June,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 20419.0,None,395893,0,3,5760,SAR 300975
505,fil-711,2015-06-19 00:00:00,1436-09-02,Friday,,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 14939.0,None,733394,0,8,9562,SAR 540202
506,fil-701,2015-06-20 00:00:00,1436-09-03,Saturday,June,Ramadhan,Center,,675,No,12 hrs,SAR 37609.0,None,1219360,0,10,22148,SAR 1208323
507,fil-702,2015-06-20 00:00:00,1436-09-03,Sat,June,Ramadhan,,Regular,1075,Yes,12 hrs,SAR 3929.0,None,132852,0,1,1636,SAR 80575
508,fil-703,2015-06-20 00:00:00,1436-09-03,Saturday,Jun,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 526536.0,None,649943,0,1,10275,SAR 501603
509,fil-704,2015-06-20 00:00:00,1436-09-03,Saturday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 7235.0,None,967411,0,8,19035,SAR 983498
510,fil-705,2015-06-20 00:00:00,1436-09-03,,June,Ramadhan,,Hyper,760,No,24 hrs,SAR 32214.0,None,1271226,0,6,20475,SAR 887035
511,fil-706,2015-06-20 00:00:00,1436-09-03,Saturday,,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 58353.0,None,724584,0,5,7695,SAR 384371
512,fil-707,2015-06-20 00:00:00,1436-09-03,Sat,June,Ramadhan,Center,Grande,590,No,18 hrs,SAR 733159.0,None,2495403,0,5,26536,SAR 1454286
513,fil-708,2015-06-20 00:00:00,1436-09-03,Saturday,June,Ramadhan,Border,,2165,No,18 hrs,SAR 448524.0,None,1094649,0,2,24585,SAR 1035281
514,fil-709,2015-06-20 00:00:00,1436-09-03,Saturday,June,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 64609.0,None,1966364,0,11,26829,SAR 1391223
515,fil-710,2015-06-20 00:00:00,1436-09-03,Saturday,June,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 15553.0,None,395894,0,3,6501,SAR 320165
516,fil-711,2015-06-20 00:00:00,1436-09-03,Saturday,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 13352.0,None,733394,0,8,8800,SAR 532194
517,fil-701,2015-06-21 00:00:00,1436-09-04,Sunday,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 43545.0,None,1219360,0,10,16812,SAR 797963
518,fil-702,2015-06-21 00:00:00,1436-09-04,Sunday,,Ramadhan,,Regular,1075,Yes,12 hrs,SAR 4126.0,None,132852,0,1,1147,SAR 54762
519,fil-703,2015-06-21 00:00:00,1436-09-04,Sunday,,Ramadhan,Border,,2725,Yes,12 hrs,SAR 607381.0,None,649943,0,1,9372,SAR 485045
520,fil-704,2015-06-21 00:00:00,1436-09-04,Sunday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 6138.0,None,967411,0,8,7303,SAR 357897
521,fil-705,2015-06-21 00:00:00,1436-09-04,Sunday,,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 35548.0,None,1271226,0,6,16964,SAR 939488
522,fil-706,2015-06-21 00:00:00,1436-09-04,Sunday,June,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 63094.0,None,724585,0,5,6122,SAR 329028
523,fil-707,2015-06-21 00:00:00,1436-09-04,Sunday,June,Ramadhan,Center,Grande,590,No,18 hrs,SAR 700392.0,None,2495404,0,5,39162,SAR 1796815
524,fil-708,2015-06-21 00:00:00,1436-09-04,Sunday,June,Ramadhan,,Grande,2165,No,18 hrs,SAR 415777.0,None,1094649,0,2,21815,SAR 1092718
525,fil-709,2015-06-21 00:00:00,1436-09-04,Sunday,June,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 65148.0,None,1966365,0,11,14157,SAR 763528
526,fil-710,2015-06-21 00:00:00,1436-09-04,,June,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 25227.0,None,395894,0,3,4947,SAR 264517
527,fil-711,2015-06-21 00:00:00,1436-09-04,Sunday,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 17912.0,None,733394,0,8,10120,SAR 529357
528,fil-701,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 42182.0,Regular,1219360,609680,10,22071,SAR 1258393
529,fil-702,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4617.0,Regular,132852,66426,1,1467,SAR 71633
530,fil-703,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 550905.0,Regular,649943,194982,1,9054,SAR 407590
531,fil-704,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,,Regular,205,No,12 hrs,SAR 7669.0,Regular,967411,580446,8,17784,SAR 695425
532,fil-705,2015-06-22 00:00:00,1436-09-05,Monday,Jun,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 33133.0,Regular,1271226,762735,6,16986,SAR 822679
533,fil-706,2015-06-22 00:00:00,1436-09-05,Mon,June,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 56117.0,Regular,724585,217375,5,9890,SAR 494961
534,fil-707,2015-06-22 00:00:00,1436-09-05,Monday,,Ramadhan,,Grande,590,No,18 hrs,SAR 610407.0,Regular,2495404,748621,5,43966,SAR 2420915
535,fil-708,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 408153.0,Regular,1094649,437859,2,13305,SAR 599482
536,fil-709,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 63456.0,Regular,1966364,786545,11,23596,SAR 967996
537,fil-710,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 20350.0,Regular,395894,237536,3,5408,SAR 269054
538,fil-711,2015-06-22 00:00:00,1436-09-05,Monday,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 12135.0,Regular,733395,366697,8,9680,SAR 493125
539,fil-701,2015-06-23 00:00:00,1436-09-06,Tuesday,Jun,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 44420.0,None,1219361,0,10,19168,SAR 1018378
540,fil-702,2015-06-23 00:00:00,1436-09-06,Tuesday,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4145.0,None,132851,0,1,2404,SAR 121607
541,fil-703,2015-06-23 00:00:00,1436-09-06,Tuesday,June,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 555572.0,None,649943,0,1,10100,SAR 490017
542,fil-704,2015-06-23 00:00:00,1436-09-06,Tue,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 6864.0,None,967412,0,8,14549,SAR 738319
543,fil-705,2015-06-23 00:00:00,1436-09-06,Tuesday,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 44988.0,None,1271227,0,6,15600,SAR 850435
544,fil-706,2015-06-23 00:00:00,1436-09-06,Tuesday,Jun,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 58484.0,None,724585,0,5,8948,SAR 406426
545,fil-707,2015-06-23 00:00:00,1436-09-06,Tuesday,June,Ramadhan,,Grande,590,No,18 hrs,SAR 661625.0,None,2495403,0,5,38309,SAR 2280718
546,fil-708,2015-06-23 00:00:00,1436-09-06,Tuesday,June,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 451343.0,None,1094650,0,2,13646,SAR 674374
547,fil-709,2015-06-23 00:00:00,1436-09-06,Tuesday,,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 64557.0,None,1966364,0,11,18877,SAR 927835
548,fil-710,2015-06-23 00:00:00,1436-09-06,Tuesday,June,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 20724.0,None,395894,0,3,3270,SAR 159901
549,fil-711,2015-06-23 00:00:00,1436-09-06,Tuesday,Jun,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 15676.0,None,733394,0,8,6600,SAR 259116
550,fil-701,2015-06-24 00:00:00,1436-09-07,,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 40085.0,None,1219360,0,10,12094,SAR 696436
551,fil-702,2015-06-24 00:00:00,1436-09-07,,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4373.0,None,132851,0,1,2316,SAR 105016
552,fil-703,2015-06-24 00:00:00,1436-09-07,Wednesday,June,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 574730.0,None,649944,0,1,5555,SAR 242413
553,fil-704,2015-06-24 00:00:00,1436-09-07,Wednesday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 6340.0,None,967412,0,8,17877,SAR 839110
554,fil-705,2015-06-24 00:00:00,1436-09-07,Wed,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 42422.0,None,1271226,0,6,17436,SAR 944581
555,fil-706,2015-06-24 00:00:00,1436-09-07,Wednesday,June,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 61105.0,None,724584,0,5,10832,SAR 523943
556,fil-707,2015-06-24 00:00:00,1436-09-07,Wednesday,June,Ramadhan,,Grande,590,No,18 hrs,SAR 651731.0,None,2495404,0,5,34785,SAR 1825700
557,fil-708,2015-06-24 00:00:00,1436-09-07,Wed,June,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 332747.0,None,1094649,0,2,17213,SAR 880195
558,fil-709,2015-06-24 00:00:00,1436-09-07,Wednesday,Jun,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 41249.0,None,1966365,0,11,17697,SAR 1013547
559,fil-710,2015-06-24 00:00:00,1436-09-07,Wednesday,,Ramadhan,Border,,895,Yes,24 hrs,SAR 20921.0,None,395893,0,3,4029,SAR 206682
560,fil-711,2015-06-24 00:00:00,1436-09-07,Wednesday,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 15567.0,None,733395,0,8,5720,SAR 281519
561,fil-701,2015-06-25 00:00:00,1436-09-08,Thu,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 36965.0,Grand,1219361,609680,10,11076,SAR 526989
562,fil-702,2015-06-25 00:00:00,1436-09-08,Thursday,June,Ramadhan,,Regular,1075,Yes,12 hrs,SAR 4367.0,Grand,132851,39855,1,2192,SAR 94307
563,fil-703,2015-06-25 00:00:00,1436-09-08,Thursday,June,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 696067.0,Grand,649943,324971,1,7070,SAR 357914
564,fil-704,2015-06-25 00:00:00,1436-09-08,Thursday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 8282.0,Grand,967411,386964,8,7536,SAR 369412
565,fil-705,2015-06-25 00:00:00,1436-09-08,Thursday,Jun,Ramadhan,,Hyper,760,No,24 hrs,SAR 41789.0,Grand,1271226,508490,6,14720,SAR 757541
566,fil-706,2015-06-25 00:00:00,1436-09-08,Thursday,June,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 52086.0,Grand,724584,362292,5,10361,SAR 547123
567,fil-707,2015-06-25 00:00:00,1436-09-08,Thursday,Jun,Ramadhan,Center,Grande,590,No,18 hrs,SAR 561155.0,Grand,2495404,1247702,5,23985,SAR 1213742
568,fil-708,2015-06-25 00:00:00,1436-09-08,Thursday,June,Ramadhan,,Grande,2165,No,18 hrs,SAR 381946.0,Grand,1094649,328394,2,15286,SAR 719617
569,fil-709,2015-06-25 00:00:00,1436-09-08,Thursday,June,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 57939.0,Grand,1966365,786546,11,14157,SAR 719775
570,fil-710,2015-06-25 00:00:00,1436-09-08,Thursday,June,Ramadhan,,Hyper,895,Yes,24 hrs,SAR 20570.0,Grand,395894,237536,3,4890,SAR 271314
571,fil-711,2015-06-25 00:00:00,1436-09-08,Thursday,Jun,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 16518.0,Grand,733394,440036,8,9680,SAR 487149
572,fil-701,2015-06-26 00:00:00,1436-09-09,Friday,Jun,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 60373.0,Regular,1219360,609680,10,26334,SAR 1511120
573,fil-702,2015-06-26 00:00:00,1436-09-09,,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 3823.0,Regular,132852,79711,1,1795,SAR 99821
574,fil-703,2015-06-26 00:00:00,1436-09-09,Friday,June,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 523308.0,Regular,649944,259977,1,9879,SAR 514971
575,fil-704,2015-06-26 00:00:00,1436-09-09,Friday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 7875.0,Regular,967411,290223,8,19279,SAR 939082
576,fil-705,2015-06-26 00:00:00,1436-09-09,Fri,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 44673.0,Regular,1271226,635613,6,16532,SAR 868127
577,fil-706,2015-06-26 00:00:00,1436-09-09,Friday,June,Ramadhan,,Hyper,755,Yes,18 hrs,SAR 55017.0,Regular,724584,289833,5,10174,SAR 426078
578,fil-707,2015-06-26 00:00:00,1436-09-09,Friday,June,Ramadhan,,Grande,590,No,18 hrs,SAR 636986.0,Regular,2495403,1247701,5,49209,SAR 2164302
579,fil-708,2015-06-26 00:00:00,1436-09-09,Friday,June,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 396975.0,Regular,1094650,328395,2,27971,SAR 1358623
580,fil-709,2015-06-26 00:00:00,1436-09-09,Friday,,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 59377.0,Regular,1966364,983182,11,14767,SAR 729338
581,fil-710,2015-06-26 00:00:00,1436-09-09,,,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 20497.0,Regular,395894,118768,3,3024,SAR 172124
582,fil-711,2015-06-26 00:00:00,1436-09-09,,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 15834.0,Regular,733394,220018,8,6160,SAR 336120
583,fil-701,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 37906.0,Regular,1219361,365808,10,26026,SAR 1221048
584,fil-702,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4878.0,Regular,132851,66425,1,1488,SAR 65844
585,fil-703,2015-06-27 00:00:00,1436-09-10,Saturday,,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 521192.0,Regular,649944,324972,1,12788,SAR 627856
586,fil-704,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 6875.0,Regular,967411,386964,8,9016,SAR 479260
587,fil-705,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 39101.0,Regular,1271227,635613,6,26957,SAR 1220313
588,fil-706,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 64472.0,Regular,724585,217375,5,14311,SAR 595867
589,fil-707,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Center,Grande,590,No,18 hrs,SAR 629533.0,Regular,2495403,998161,5,30094,SAR 1768570
590,fil-708,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 337112.0,Regular,1094649,547324,2,27795,SAR 1328582
591,fil-709,2015-06-27 00:00:00,1436-09-10,Saturday,June,Ramadhan,Center,,775,Yes,12 hrs,SAR 78190.0,Regular,1966365,983182,11,34191,SAR 1586129
592,fil-710,2015-06-27 00:00:00,1436-09-10,,,Ramadhan,,Hyper,895,Yes,24 hrs,SAR 26492.0,Regular,395893,118767,3,3615,SAR 168250
593,fil-711,2015-06-27 00:00:00,1436-09-10,Sat,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 14435.0,Regular,733394,293357,8,6600,SAR 275789
594,fil-701,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 42876.0,None,1219361,0,10,22006,SAR 995547
595,fil-702,2015-06-28 00:00:00,1436-09-11,,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4825.0,None,132852,0,1,1026,SAR 57642
596,fil-703,2015-06-28 00:00:00,1436-09-11,,June,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 495353.0,None,649944,0,1,9409,SAR 408358
597,fil-704,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 7276.0,None,967412,0,8,7361,SAR 315373
598,fil-705,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 48004.0,None,1271226,0,6,14987,SAR 722969
599,fil-706,2015-06-28 00:00:00,1436-09-11,Sunday,Jun,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 62122.0,None,724585,0,5,9419,SAR 506880
600,fil-707,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Center,Grande,590,No,18 hrs,SAR 579274.0,None,2495403,0,5,20786,SAR 802523
601,fil-708,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 458166.0,None,1094650,0,2,21884,SAR 948259
602,fil-709,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 59788.0,None,1966364,0,11,11798,SAR 694894
603,fil-710,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Border,,895,Yes,24 hrs,SAR 15777.0,None,395894,0,3,3601,SAR 185016
604,fil-711,2015-06-28 00:00:00,1436-09-11,Sunday,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 16108.0,None,733395,0,8,5280,SAR 237381
605,fil-701,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 41961.0,None,1219361,0,10,11340,SAR 627647
606,fil-702,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,,Regular,1075,Yes,12 hrs,SAR 4166.0,None,132852,0,1,1707,SAR 98630
607,fil-703,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,,Grande,2725,Yes,12 hrs,SAR 547729.0,None,649944,0,1,11081,SAR 541046
608,fil-704,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,Center,,205,No,12 hrs,SAR 6960.0,None,967412,0,8,9532,SAR 432521
609,fil-705,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 34927.0,None,1271226,0,6,14949,SAR 836318
610,fil-706,2015-06-29 00:00:00,1436-09-12,,June,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 58074.0,None,724584,0,5,8948,SAR 428211
611,fil-707,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,Center,Grande,590,No,18 hrs,SAR 618299.0,None,2495404,0,5,47637,SAR 2807406
612,fil-708,2015-06-29 00:00:00,1436-09-12,Monday,,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 417550.0,None,1094649,0,2,24852,SAR 1512719
613,fil-709,2015-06-29 00:00:00,1436-09-12,Monday,Jun,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 50915.0,None,1966365,0,11,22416,SAR 1062685
614,fil-710,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,Border,Hyper,895,Yes,24 hrs,SAR 22995.0,None,395893,0,3,6838,SAR 336242
615,fil-711,2015-06-29 00:00:00,1436-09-12,Monday,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 14741.0,None,733394,0,8,9680,SAR 476901
616,fil-701,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 46355.0,None,1219361,0,10,13144,SAR 623989
617,fil-702,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4650.0,None,132852,0,1,1948,SAR 107881
618,fil-703,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,Border,,2725,Yes,12 hrs,SAR 535091.0,None,649943,0,1,8184,SAR 466681
619,fil-704,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 6885.0,None,967412,0,8,9922,SAR 455772
620,fil-705,2015-06-30 00:00:00,1436-09-13,Tuesday,Jun,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 37331.0,None,1271227,0,6,13614,SAR 736296
621,fil-706,2015-06-30 00:00:00,1436-09-13,Tuesday,,Ramadhan,Center,Hyper,755,Yes,18 hrs,SAR 40479.0,None,724585,0,5,9890,SAR 470702
622,fil-707,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,Center,Grande,590,No,18 hrs,SAR 601051.0,None,2495403,0,5,41772,SAR 2020929
623,fil-708,2015-06-30 00:00:00,1436-09-13,Tuesday,,Ramadhan,Border,Grande,2165,No,18 hrs,SAR 397090.0,None,1094649,0,2,12465,SAR 488272
624,fil-709,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,Center,Hyper,775,Yes,12 hrs,SAR 57402.0,None,1966364,0,11,15337,SAR 767491
625,fil-710,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,,Hyper,895,Yes,24 hrs,SAR 26766.0,None,395894,0,3,4679,SAR 242260
626,fil-711,2015-06-30 00:00:00,1436-09-13,Tuesday,June,Ramadhan,Center,Hyper,460,Yes,12 hrs,SAR 15114.0,None,733394,0,8,7920,SAR 444623
627,fil-701,2015-07-01 00:00:00,1436-09-14,Wednesday,Jul,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 40090.0,None,1219360,0,10,17677,SAR 731352
628,fil-702,2015-07-01 00:00:00,1436-09-14,Wednesday,July,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4107.0,None,132851,0,1,1409,SAR 69840
629,fil-703,2015-07-01 00:00:00,1436-09-14,,July,Ramadhan,Border,Grande,2725,Yes,12 hrs,SAR 512001.0,None,649943,0,1,6624,SAR 263059
630,fil-704,2015-07-01 00:00:00,1436-09-14,Wednesday,July,Ramadhan,Center,Regular,205,No,12 hrs,SAR 6977.0,None,967412,0,8,11933,SAR 684977
631,fil-705,2015-07-01 00:00:00,1436-09-14,Wednesday,July,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 38382.0,None,1271226,0,6,11441,SAR 606707
